LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"d $350,000-1 million",TORTILLAS INC,2912 N COMMERCE ST,NORTH LAS VEGAS,NV,89030,311830,Corporation,Hispanic,Male Owned,Non-Veteran,,119,04/06/2020,Meadows Bank,NV-01
"d $350,000-1 million","TOUGH TURTLE TURF, LLC","4625 POLARIS AVE, Suite 212",LAS VEGAS,NV,89103,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/27/2020,Meramec Valley Bank,NV-01
"d $350,000-1 million","TOWBIN MOTOR CARS, LLC",5550 West Sahara Avenue,Las Vegas,NV,89146,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/28/2020,Comerica Bank,NV-01
"d $350,000-1 million",TOWN CENTER ANIMAL HOSPITAL LLC,2385 E. Tropicana Ave,LAS VEGAS,NV,89119,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/15/2020,Western Alliance Bank,NV-01
"d $350,000-1 million",TP AEROSPACE AMERICAS,4544 RUSSELL RD STE J,LAS VEGAS,NV,89118,336413,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,68,04/15/2020,City National Bank,NV-03
"d $350,000-1 million","TRADE SHOW SUPPLY, LLC",4050 W. HARMON AVE   SUITE 10,Las Vegas,NV,89103,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,05/03/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","TRAFFIC CONTROL OF LAS VEGAS PARKING, LLC",7285 S DEAN MARTIN DR STE 180,LAS VEGAS,NV,89118,561612,Limited  Liability Company(LLC),White,Male Owned,Veteran,,123,04/11/2020,City National Bank,NV-03
"d $350,000-1 million","TRANSITION SERVICES, INC.",2408 Las Verdes St.,LAS VEGAS,NV,89102,624120,Corporation,Unanswered,Unanswered,Unanswered,,114,04/14/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","TRE BARNEN, LLC",4755 W DEWEY DR,LAS VEGAS,NV,89118,238990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,43,04/08/2020,City National Bank,NV-03
"d $350,000-1 million","TREND COMMERCE, LLC",229 S Las Veags Blvd,LAS VEGAS,NV,89101,541613,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/27/2020,Lexicon Bank,NV-01
"d $350,000-1 million","TREVI DESIGN GROUP, LLC",3575 West Post Road,LAS VEGAS,NV,89118,236210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,26,04/08/2020,Cache Valley Bank,NV-03
"d $350,000-1 million",TRI-CORE SURVEYING LLC,6761 W CHARLESTON BLVD,Las Vegas,NV,89146,541370,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,05/03/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","TRI-LIN HOLDINGS, LLC",1930 VILLAGE CENTER CIR #3-714,LAS VEGAS,NV,89134,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/03/2020,First Choice Bank,NV-04
"d $350,000-1 million",TRIGG LABORATORIES INC,4220 W. WINDMILL LN Suite 140,LAS VEGAS,NV,89139,325620,Corporation,White,Male Owned,Non-Veteran,,70,04/13/2020,Bank of the West,NV-03
"d $350,000-1 million",TRILOGY MOUNTAIN STATES,7365 Prairie Falcon Rd Suite 140,Las Vegas,NV,89128,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,05/03/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","TRIM FORCE, LLC",7318 W. Post Road unit 209,Las Vegas,NV,89113,561320,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,116,05/31/2020,Customers Bank,NV-03
"d $350,000-1 million",TRINITY LAND SURVEYING INC.,"3650 N. 5th Street, Suite 100",North Las Vegas,NV,89032,541370,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,05/08/2020,"Zions Bank, A Division of",NV-04
"d $350,000-1 million","TRINITY RESORT SERVICES, LLC",7115 Amigo Street Suite 100,Las Vegas,NV,89119,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,04/27/2020,"Citibank, N.A.",NV-01
"d $350,000-1 million",TRITON SECURITY INC.,"800 South Jones Blvd,",Las Vegas,NV,89107,561210,Corporation,White,Male Owned,Non-Veteran,,236,04/16/2020,Regions Bank,NV-01
"d $350,000-1 million",TRUSTED ALLY HOME CARE LLC,3773 HOWARD HUGHES PKWY STE 500S,LAS VEGAS,NV,89169,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,67,04/09/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",TURTLE PEAK LLC,1180 N Town Center Dr,Las Vegas,NV,89144,561421,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,56,06/30/2020,Cross River Bank,NV-03
"d $350,000-1 million",TWIN OTTER INTERNATIONAL LTD,2806 PERIMETER RD,NORTH LAS VEGAS,NV,89032,532411,Corporation,Unanswered,Unanswered,Unanswered,,39,04/15/2020,"Bank of America, National Association",NV-04
"d $350,000-1 million","TYREE CARR MD, LTD",2800 N. Tenaya Way #102,LAS VEGAS,NV,89128,621111,Corporation,White,Male Owned,Non-Veteran,,25,04/15/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",UNICON LLC,1421 E SUNSET RD,LAS VEGAS,NV,89119,237310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/08/2020,Meadows Bank,NV-01
"d $350,000-1 million","UNIFI LABS, INC",9225 W FLAMINGO RD,LAS VEGAS,NV,89147,511210,Corporation,White,Male Owned,Veteran,,29,04/14/2020,City National Bank,NV-03
"d $350,000-1 million",UNITED AQUA GROUP,8810 SPANISH RIDGE AVE.,LAS VEGAS,NV,89148,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
"d $350,000-1 million","UNITED SYSTEMS FIRE AND SECURITY, LLC",2055 HELM DR,LAS VEGAS,NV,89119,561621,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,04/16/2020,"JPMorgan Chase Bank, National Association",NV-01
"d $350,000-1 million",UNIVERSAL PLUMBING & HEATING CO,4155 w Teco Ave,LAS VEGAS,NV,89118,238220,Corporation,Unanswered,Unanswered,Unanswered,,46,04/27/2020,Bank of George,NV-03
"d $350,000-1 million","URBAN FRAMING, LLC",1908 Calanda Ct,Las Vegas,NV,89102,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,192,05/03/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",US HEALTH SYSTEMS LLC,801 RANCHO DR,LAS VEGAS,NV,89106,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,59,04/12/2020,Idaho First Bank,NV-01
"d $350,000-1 million","UTE, INC",3060 Westwood Drive,Las Vegas,NV,89109,238990,Corporation,Unanswered,Unanswered,Unanswered,,20,05/13/2020,American Express National Bank,NV-01
"d $350,000-1 million",UVAPER LLC,3828 CIVIC CENTER DR STE 105,NORTH LAS VEGAS,NV,89030,424940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,04/13/2020,"JPMorgan Chase Bank, National Association",NV-01
"d $350,000-1 million",V THEATER GROUP LLC,5030 W OQUENDO RD STE 100,LAS VEGAS,NV,89118,711310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,119,04/10/2020,City National Bank,NV-03
"d $350,000-1 million",VALLEY STEEL LLC,4070 PONDEROSA WAY,LAS VEGAS,NV,89118,238120,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,12,04/11/2020,Meadows Bank,NV-03
"d $350,000-1 million","VAN AND ASSOCIATES LAW FIRM, PLLC",1290 S. Jones Blvd,LAS VEGAS,NV,89146,541110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,40,04/14/2020,Customers Bank,NV-01
"d $350,000-1 million","VANTAGE CONCEPTS , LLC",5581 S Cameron St. Suite A,Las Vegas,NV,89118,453998,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,102,04/14/2020,"Readycap Lending, LLC",NV-03
"d $350,000-1 million",VE GROUP VENETIAN LLC,3377 Las Vegas Blvd S ste. 2410,LAS VEGAS,NV,89109,311811,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,106,04/12/2020,City National Bank of Florida,NV-01
"d $350,000-1 million",VEGAS SPORT INFORMATION NETWORK INC,9777 S. Las Vegas Blvd,LAS VEGAS,NV,89183,519130,Corporation,Unanswered,Unanswered,Unanswered,,0,04/14/2020,The Northern Trust Company,NV-03
"d $350,000-1 million","VEGAS VALLEY FIRE DESIGN, INC",5740 South Arville Street Suite 203,LAS VEGAS,NV,89118,238990,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,56,04/15/2020,"Zions Bank, A Division of",NV-03
"d $350,000-1 million",VGURU LLC,1105 SNOW MOUNTAIN ST,LAS VEGAS,NV,89144,812112,Limited  Liability Company(LLC),Black or African American,Male Owned,Non-Veteran,,119,04/15/2020,United Community Bank,NV-03
"d $350,000-1 million",VICTORY AIR LLC,"1980 Festival Plaza Drive, Ste 770",Las Vegas,NV,89135,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,04/30/2020,Cache Valley Bank,NV-03
"d $350,000-1 million",VICTORY HILL ENTERTAINMENT GROUP LLC,711 PILOT RD,LAS VEGAS,NV,89119,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,84,04/27/2020,People's Bank of Seneca,NV-01
"d $350,000-1 million",VILLAGE PUB MANAGEMENT INC,4178 KOVAL LN,LAS VEGAS,NV,89109,531120,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,38,04/07/2020,Town & Country Bank,NV-01
"d $350,000-1 million","VILLAGE ROAD, INC.",3 MEADOWHAWK LN,LAS VEGAS,NV,89135,812199,Corporation,Unanswered,Male Owned,Non-Veteran,,63,04/29/2020,Meadows Bank,NV-03
"d $350,000-1 million","VIN SAUVAGE, LLC",4050 W SUNSET RD Ste D,LAS VEGAS,NV,89118,424820,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/28/2020,Western Alliance Bank,NV-03
"d $350,000-1 million",VIRGIL'S LAS VEGAS LLC,3545 S Las Vegas Blvd,LAS VEGAS,NV,89109,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,124,04/11/2020,"BankUnited, National Association",NV-01
"d $350,000-1 million","VIZIHEALTH SOLUTIONS, INC",801 South RANCHO DR,LAS VEGAS,NV,89106,541690,Corporation,Unanswered,Unanswered,Unanswered,,27,04/12/2020,Idaho First Bank,NV-01
"d $350,000-1 million","VOGUE RECOVERY CENTER, LLC",7790 EDNA AVE,LAS VEGAS,NV,89117,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,113,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"d $350,000-1 million",VOLTA SYSTEMS GROUP LLC,7780 Duneville Street Suite 2,LAS VEGAS,NV,89139,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/16/2020,"Zions Bank, A Division of",NV-03
"d $350,000-1 million",VT CONSTRUCTIONS LLC,4750 Copper Sage St,Las Vegas,NV,89115,236210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,55,05/03/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","WADLEY CONSTRUCTION, INC.",1045 PALMS AIRPORT DR Ste 110,LAS VEGAS,NV,89119,236220,Corporation,Unanswered,Unanswered,Unanswered,,31,04/15/2020,First Savings Bank,NV-01
"d $350,000-1 million",WALKER DIGITAL TABLE SYSTEMS,1181 GRIER STE B,LAS VEGAS,NV,89119,423990,Partnership,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"d $350,000-1 million",WALLACE MORRIS KLINE SURVEYING LLC,5740 SOUTH ARVILLE STE 206,LAS VEGAS,NV,89118,541370,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,04/28/2020,Western Alliance Bank,NV-03
"d $350,000-1 million",WARNER GAMING LLC,6700 VIA AUSTI PKWY,LAS VEGAS,NV,89119,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/28/2020,Bank of George,NV-01
"d $350,000-1 million",WATCHES OF SWITZERLAND (NEVADA) LLC,3131 LAS VEGAS BLVD Suite 11,LAS VEGAS,NV,89109,423940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,04/15/2020,"Citibank, N.A.",NV-01
"d $350,000-1 million",WBF AZ LLC,1775 N Martin L King Blvd,LAS VEGAS,NV,89106,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,269,04/29/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million",WEBSITE MANAGEMENT SYSTEMS LLC,7241 West Charleston Blvd 120,LAS VEGAS,NV,89117,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/16/2020,"Zions Bank, A Division of",NV-03
"d $350,000-1 million","WECOM, INC.",3028 E SUNSET RD,LAS VEGAS,NV,89120,517919,Corporation,Unanswered,Male Owned,Unanswered,,25,04/30/2020,"JPMorgan Chase Bank, National Association",NV-03
"d $350,000-1 million","WELLES PUGSLEY ARCHITECTS, LLP",151 E WARM SPRINGS RD,LAS VEGAS,NV,89119,541310,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,34,04/09/2020,Bank of George,NV-01
"d $350,000-1 million",WEST LAS VEGAS SURGERY CENTER LLC,1330 S VALLEY VIEW BLVD,LAS VEGAS,NV,89102,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,100,05/03/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million","WESTDECK CONCRETE COATING, LLC",35 WEST MAYFLOWER AVENUE,NORTH LAS VEGAS,NV,89030,238110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,97,04/08/2020,Meadows Bank,NV-01
"d $350,000-1 million",WESTERN COMMERCIAL SERVICES LLC,2311 s Industrial,LAS VEGAS,NV,89102,922160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,78,04/28/2020,Lexicon Bank,NV-01
"d $350,000-1 million","WESTERN ELITE ENVIRONMENTAL, INC",2745 N NELLIS BLVD,LAS VEGAS,NV,89115,562212,Corporation,White,Male Owned,Non-Veteran,,70,04/14/2020,Valley Bank of Nevada,NV-01
"d $350,000-1 million","WESTERN GROUP PACKAGING, LLC",3330 E. Gowan Road,N. Las Vegas,NV,89030,311411,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,175,04/12/2020,"MUFG Union Bank, National Association",NV-01
"d $350,000-1 million","WESTERN TRADES CONSTRUCTION, INC.",4345 CORPORATE CENTER DR #200,NORTH LAS VEGAS,NV,89030,236118,Corporation,White,Male Owned,Non-Veteran,,59,04/15/2020,Valley Bank of Nevada,NV-01
"d $350,000-1 million",WGS GROUP INC,"1930 Village Center Circle, Suite 3-174",Las Vegas,NV,89134,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,120,04/14/2020,"Readycap Lending, LLC",NV-04
"d $350,000-1 million","WILDHORSE INVESTMENTS,INC.",3395 W CHEYENNE AVE STE 106,NORTH LAS VEGAS,NV,89032,561730,Corporation,White,Female Owned,Non-Veteran,,24,04/29/2020,Western Alliance Bank,NV-04
"d $350,000-1 million","WINNER & SHERROD, LTD.",1117 S. RANCHO DRIVE,LAS VEGAS,NV,89102,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,38,04/28/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","WINNER MOTORCYCLES, LLC","6175 W. Sahara Ave, Suite B",Las Vegas,NV,89146,441228,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,29,04/11/2020,"MUFG Union Bank, National Association",NV-01
"d $350,000-1 million","WOMEN'S CANCER CENTER OF NEVADA, INC.",3131 LA CANADA ST,LAS VEGAS,NV,89169,621111,Corporation,Unanswered,Unanswered,Unanswered,,72,04/09/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","WOODLAND FRAMING, INC.",4480 W NEVSO DR,LAS VEGAS,NV,89103,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,76,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"d $350,000-1 million","WORD OF LIFE CHRISTIAN CENTER, INC.",3520 N Buffalo Dr,LAS VEGAS,NV,89129,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,76,04/15/2020,Western Alliance Bank,NV-04
"d $350,000-1 million",WORKTOLIVE,10290 W. Charleston Blvd,LAS VEGAS,NV,89135,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,200,04/05/2020,Mountain America FCU,NV-03
"d $350,000-1 million",WORLD CLASS FACILITY SERVICES LLC,6230 GREYHOUND LN Suite H,LAS VEGAS,NV,89122,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,106,04/11/2020,Bank of George,NV-03
"d $350,000-1 million",WORMWOOD INDUSTRIES LLC,4625 S. Polaris Ave Suite 112,LAS VEGAS,NV,89103,711320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,08/04/2020,"JPMorgan Chase Bank, National Association",NV-01
"d $350,000-1 million","WP6 RESTAURANT MANAGEMENT GROUP, LLC",955 KELLY JOHNSON DR,LAS VEGAS,NV,89119,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,04/09/2020,City National Bank,NV-01
"d $350,000-1 million","WRAP TECHNOLOGIES, INC.",4620 ARVILLE ST STE E,LAS VEGAS,NV,89103,335999,Corporation,Unanswered,Unanswered,Unanswered,,24,05/03/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million","WWB, INC",2860 E FLAMINGO RD,LAS VEGAS,NV,89121,621610,Corporation,Unanswered,Unanswered,Unanswered,,199,04/11/2020,Idaho First Bank,NV-01
"d $350,000-1 million","WYOMING DOWNS, LLC","3611 S Lindell Rd, Ste. 201",LAS VEGAS,NV,89103,711219,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,113,04/28/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","XL, INC",10023 Bryce Rose Ave,LAS VEGAS,NV,89148,,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,64,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"d $350,000-1 million",XPONET CORPORATION,3773 HOWARD HUGHES PKWY,LAS VEGAS,NV,89169,541512,Corporation,Unanswered,Unanswered,Unanswered,,40,04/29/2020,Cogent Bank,NV-01
"d $350,000-1 million",YOUNG MEN'S CHRISTIAN ASSOCIATION OF SOUTHERN NEVADA,4141 Meadows Ln,LAS VEGAS,NV,89107,813410,Professional Association,Unanswered,Male Owned,Unanswered,,200,04/10/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",YSB NIGHTCLUB LLC,6663 SCHUSTER ST,LAS VEGAS,NV,89118,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,85,05/03/2020,"Bank of America, National Association",NV-03
"d $350,000-1 million",ZAMA&AMP;ZAMA INC.,1945 E RUSSELL RD STE 208,LAS VEGAS,NV,89119,493110,Corporation,Unanswered,Unanswered,Unanswered,,80,05/03/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million",ZEPHYR PARTNERS SOLUTIONS LLC,1980 FESTIVAL PLAZA DR STE 300,LAS VEGAS,NV,89135,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,220,05/03/2020,"Bank of America, National Association",NV-03
"d $350,000-1 million",ZERROT,"4775 S Durango Dr, Ste 200",Las Vegas,NV,89147,621610,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,0,04/28/2020,Live Oak Banking Company,NV-03
"d $350,000-1 million",ZITTING COMMERCIAL FRAMING,2515 E VIKING RD,LAS VEGAS,NV,89121,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/10/2020,State Bank of Southern Utah,NV-01
"d $350,000-1 million","ZULU CONSTRUCTION, LLC",9030 W. Sahara Avenue #1250,LAS VEGAS,NV,89117,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/15/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",'EPICUREAN CATERING INC,4650 W Post Road Ste 115,LAS VEGAS,NV,89118,424990,Corporation,Asian,Male Owned,Unanswered,,47,04/16/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","1-2-3-4-5, INC.",5151 PROCYON ST Ste 108,LAS VEGAS,NV,89118,453998,Corporation,Unanswered,Unanswered,Unanswered,,18,05/05/2020,Town & Country Bank,NV-03
"e $150,000-350,000",10-4 PRODUCTIONS,2180 Pinetop Lane Unit 105,Las vegas,NV,89119,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,05/06/2020,Customers Bank,NV-01
"e $150,000-350,000",100 ACADEMY OF EXCELLENCE,2341 Comstock Drive,NORTH LAS VEGAS,NV,89032,611110,Non-Profit Organization,Asian,Male Owned,Non-Veteran,Y,43,04/28/2020,Frost Bank,NV-04
"e $150,000-350,000",13 RED MEDIA LTD,2500 Chandler Ave Suite 1,Las Vegas,NV,89120,512110,Corporation,Unanswered,Unanswered,Unanswered,,15,04/15/2020,Cross River Bank,NV-03
"e $150,000-350,000",1POINT618 LLC,6000 s Eastern Ave Suite 5E,Las Vegas,NV,89119,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,04/29/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",1ST RESPONSE TOWING INC,3975 W HACIENDA AVE,LAS VEGAS,NV,89118,488410,Corporation,Unanswered,Unanswered,Unanswered,,31,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",1ST SECURITY SERVICES OF NEVADA CORP.,6375 S. PECOS RD. SUITE 212,LAS VEGAS,NV,89120,561612,Corporation,Unanswered,Male Owned,Non-Veteran,,55,04/27/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","215 SURGERY CENTER, LLC",6120 S. Fort Apache Rd #200,LAS VEGAS,NV,89148,621493,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/13/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",21ST CENTURY TECHNOLOGIES GROUP LLC,6960 CIMARRON RD S,LAS VEGAS,NV,89113,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,10,05/03/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000","24 BLACK INDUSTRIES, LLC.",4387 W. SUNSET RD,LAS VEGAS,NV,89118,624230,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,35,04/14/2020,First Savings Bank,NV-03
"e $150,000-350,000","24/7 HOME HEALTH CARE, INC",525 S DECATUR BLVD,LAS VEGAS,NV,89107,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,163,04/11/2020,Idaho First Bank,NV-01
"e $150,000-350,000",24/7 MOTORCOACH LIFESTYLE LTD,"3930 W. Windmill Lane, Ste -130I",LAS VEGAS,NV,89139,,Partnership,Unanswered,Unanswered,Unanswered,,19,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","2H CONSTRUCTION, INC",823 LAS VEGAS BLVD STE 300,LAS VEGAS,NV,89101,236115,Corporation,Unanswered,Unanswered,Unanswered,,75,04/05/2020,Mountain America FCU,NV-01
"e $150,000-350,000",31525 W12 MILES MGMT LLC,9103 Alta Dr Unit 204,Las Vegas,NV,89145,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000",4LEAF CONSULTING LLC,125 E. RENO AVE,LAS VEGAS,NV,89119,541330,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9,04/28/2020,"Beacon Business Bank, National Association",NV-01
"e $150,000-350,000",5 STAR HOME SERVICES INC,2702 S Highland Dr,Las Vegas,NV,89109,238220,Corporation,Unanswered,Unanswered,Unanswered,,18,05/08/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",508 PROUD EAGLE LANE,508 Proud Eagle Lane,Las Vegas,NV,89144,236117,Corporation,Unanswered,Unanswered,Unanswered,,9,08/07/2020,Lexicon Bank,NV-03
"e $150,000-350,000","5YP, LLC",4285 N. Rancho Drive 4285 N. Rancho Drive,Las Vegas,NV,89130,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/30/2020,Clark County CU,NV-04
"e $150,000-350,000",6TH AND FREE LLC,1028 FREMONT STREET SUITE 200,LAS VEGAS,NV,89101,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,04/10/2020,City National Bank,NV-01
"e $150,000-350,000",702 CAREGIVERS LLC,2780 S. Jones Blvd. #105-B,LAS VEGAS,NV,89146,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,76,04/15/2020,Greater Nevada CU,NV-01
"e $150,000-350,000","7252 DENFRAN, LLC",4101 MEADOWS LN STE 100,LAS VEGAS,NV,89107,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,05/11/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","777 TOWING, INC.",4995 JUDSON AVE,LAS VEGAS,NV,89115,488410,Partnership,White,Male Owned,Non-Veteran,,0,04/11/2020,First Choice Bank,NV-01
"e $150,000-350,000","808 SCOOBY, INC. DBA ISLAND SUSHI AND GRILL",9400 S EASTERN AVE STE 103,LAS VEGAS,NV,89123,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,9,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",986 SPECIALTY PHARMACY #2 INC.,241 N BUFFALO DR Ste 150,LAS VEGAS,NV,89145,446110,Corporation,Asian,Female Owned,Non-Veteran,,20,04/09/2020,East West Bank,NV-01
"e $150,000-350,000",A & B ENVIRONMENTAL LLC,2858 Marco Street,Las Vegas,NV,89115,562910,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,16,04/27/2020,"OneWest Bank, A Division of",NV-01
"e $150,000-350,000","A & L LV, LLC",1225 S Fort Apache Rd Suite 100,LAS VEGAS,NV,89117,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,35,04/09/2020,Savoy Bank,NV-03
"e $150,000-350,000",A &AMP; M HEATING & COOLING,2324 highland dr,las vegas,NV,89102,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,05/03/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","A CAT DR., INC.",4370 S. Durango Drive,LAS VEGAS,NV,89147,541940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,05/14/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",A CUTTING EDGE GLASS AND MIRROR INC.,4200 WEST RUSSELL ROAD # 106,LAS VEGAS,NV,89118,238150,Corporation,White,Male Owned,Non-Veteran,,24,05/28/2020,America First FCU,NV-03
"e $150,000-350,000","A GENTLE TOUCH HOME HEALTH CARE, INC.","2001 S Jones Blvd, Ste. K.",Las Vegas,NV,89146,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,170,04/27/2020,Idaho First Bank,NV-01
"e $150,000-350,000",A NICKNAM PC,"4060 North Martin Luther King blvd, Suite  101 A",North Las Vegas,NV,89032,621111,Corporation,Unanswered,Male Owned,Non-Veteran,,24,04/28/2020,"Zions Bank, A Division of",NV-04
